Date,TEL,CPI,simple_rtn,inflation_rate,real_rtn,realized volatility
2021-03-31,6116.695840075751,518.9089708224362,0.10464850204315904,0.0027649769585252892,0.10487193721892415,1.283295609303347
2021-04-30,5642.949228905041,483.43789673545444,0.08388019283385152,0.0009242144177450395,0.08388529372424171,0.9951558835172166
2021-05-31,5835.612649928026,495.3764326247262,0.06551708779459353,0.0,0.06551708779459353,0.782842573924985
2021-06-30,6086.807455472861,507.9720267888775,0.04221110694605591,0.0018501387604070718,0.04270853433712556,0.5086430526299123
2021-07-31,5886.557907640084,498.58423561119537,0.053913448642217976,0.004616805170821747,0.051848882973695005,0.6459589058064775
2021-08-31,6045.235148445427,513.1314841246831,0.119228549426745,0.005514705882353033,0.11935462415640825,1.3853014087071158
2021-09-30,7279.225645630172,512.6624425487008,0.11694417320044356,0.000914076782449813,0.11702327240905941,1.3859345115071484
2021-10-31,7562.043903601724,501.7920385976645,0.07437740095317727,0.0018298261665141702,0.07496720239045344,0.8935845519052278
2021-11-30,7716.223493393643,504.9998415841336,0.06891935512024015,0.006392694063926951,0.06921146235196815,0.8241450230224581
2021-12-31,8133.7762447709365,506.3746142926203,0.10789917177486831,0.0027223230490018846,0.10893033636674611,1.2819969758011291
2022-01-31,8527.714523833452,511.8737051265674,0.06585806318977094,0.010859728506787292,0.06672853859749871,0.7857424010894851
2022-02-28,8011.900336374636,487.32490188784726,0.0837306531893004,0.0008952551477170445,0.0837354305664565,1.0129237311420873
2022-03-31,8617.376979104489,539.531046372681,0.10192896189565767,0.0062611806797854275,0.10291261615316216,1.230852795362421
2022-04-30,8125.5033690227465,494.2991401975124,0.08060379521843783,0.008000000000000007,0.08375047098928469,0.9715939433181505
2022-05-31,8820.790214034114,521.9553716554701,0.0694713544269066,0.0044091710758378255,0.06960990997806606,0.8362898135744676
2022-06-30,8555.016189347627,538.9287708037122,0.1253656101614964,0.008779631255487308,0.12541322160816187,1.5094024266186914
2022-07-31,7730.85208757741,530.6622654758863,0.08421772138876914,0.007832898172323688,0.08511336711227671,1.0129016758175688
2022-08-31,8147.983431500091,545.4953528674648,0.08495507361698076,0.0043177892918826455,0.085094152144404,1.0167691282140205
2022-09-30,7521.493867577105,535.244841170842,0.12336593476182622,0.004299226139294898,0.12402490009683029,1.4867376100168839
2022-10-31,6920.67691775884,540.2856744352936,0.12034207597401249,0.009417808219178259,0.12070320228498696,1.4293838332002413
2022-11-30,7332.097039728811,545.326507699745,0.08025020921281713,0.00932994062765058,0.08078082706796234,0.9627823045907394
2022-12-31,6477.275893460152,520.4525338587564,0.2320357111425202,0.003361344537815114,0.23248157289801522,3.0054231314326816
2023-01-31,6734.15948727085,569.4164732425644,0.1258362241577402,0.01675041876046901,0.12691005985922257,1.5073350120799658
2023-02-28,6123.9812213951145,542.917304936949,0.1090095275498565,0.0,0.1090095275498565,1.3065499523198143
2023-03-31,4336.145292768682,402.63824954914554,0.06516293128337314,0.0,0.06516293128337314,0.7829704805406311
